price,mrp,discount_percent,rating,review_count,fraud
10778,17862,39.66,2.1,11349,0
13980,18601,24.84,1.5,2598,0
6916,14624,52.7,2.9,6618,0
3470,11256,69.16,3.7,10415,0
18317,19766,7.33,4.4,7437,0
404,1626,75.11,4.5,4165,0
8407,11428,26.43,3.9,11858,0
2500,11424,78.11,4.5,17303,0
768,5314,85.53,1.7,9969,1
3825,11050,65.38,4.4,1966,0
8520,16161,47.27,2.8,8410,0
7571,8013,5.51,3.5,14627,0
4419,17361,74.54,1.9,12676,0
7009,14825,52.72,2.0,12219,0
9283,14198,34.62,2.6,11524,0
3986,16660,76.07,3.9,11798,0
6412,8900,27.95,2.6,19138,0
798,2707,70.5,2.4,12456,0
4285,12430,65.52,2.1,16566,0
11316,17560,35.55,2.6,3232,0
503,1241,59.45,2.6,4445,0
3687,5645,34.68,2.8,12649,0
4619,15345,69.9,4.3,19233,0
1508,2141,29.54,3.9,7584,0
14244,15123,5.81,1.7,17005,0
452,1385,67.36,4.7,11734,0
8683,18470,52.98,4.3,17088,0
2129,2728,21.95,1.7,5106,0
4830,11758,58.92,3.6,8313,0
14785,17366,14.86,3.1,18908,0
2123,17547,87.9,4.0,19261,0
2063,18025,88.55,4.9,17269,0
7119,9888,27.99,2.0,150,0
6630,18044,63.25,2.7,18452,0
2412,7842,69.24,3.5,18615,0
2870,3944,27.21,4.7,1360,0
6245,8400,25.64,1.8,12049,0
2387,2919,18.22,2.8,13155,0
3510,11181,68.6,3.3,19133,0
11302,12858,12.1,2.0,14889,0
1079,2521,57.18,4.7,1458,0
549,3436,84.01,1.7,6191,1
10120,11739,13.79,3.2,3380,0
14085,16906,16.68,2.1,8063,0
9202,14951,38.45,2.0,10465,0
2206,4858,54.57,4.1,196,0
8307,12942,35.81,1.8,6999,0
5173,11776,56.07,2.1,1098,0
3125,18407,83.02,4.5,1576,0
3580,18690,80.84,3.7,3993,0
2149,2486,13.52,3.9,8543,0
12836,16783,23.51,4.6,18266,0
8081,13267,39.09,4.0,11816,0
1382,3422,59.61,2.1,7260,0
3306,7116,53.54,4.2,10673,0
7268,10596,31.41,2.1,9602,0
3677,3972,7.42,3.8,2886,0
8097,15536,47.88,4.8,9108,0
7621,14637,47.93,2.9,958,0
1552,4416,64.85,4.9,17575,0
1632,15072,89.17,4.7,19667,0
5059,16666,69.64,3.8,6301,0
6742,11447,41.1,2.5,9464,0
5065,10178,50.23,2.6,17309,0
3999,12011,66.7,3.0,3837,0
13691,16156,15.25,2.6,5931,0
1969,4602,57.21,1.8,17278,0
8487,9175,7.49,3.8,15396,0
2018,15439,86.92,3.7,7913,0
2850,7276,60.83,3.8,2450,0
1875,2729,31.27,3.6,2401,0
2125,4225,49.68,4.6,6414,0
3537,10185,65.27,3.0,5936,0
6939,8078,14.09,3.3,18155,0
6645,7079,6.12,1.6,11196,0
3698,6821,45.78,3.4,19545,0
10950,12501,12.41,4.1,8645,0
2426,19430,87.51,3.6,1539,0
9032,12436,27.37,3.7,5248,0
1299,2127,38.9,4.7,765,0
2007,2258,11.11,2.8,14522,0
1602,3695,56.64,3.7,1536,0
4904,6112,19.75,4.2,5481,0
3489,5832,40.17,4.8,15002,0
797,4525,82.37,1.9,5473,1
12343,18999,35.03,4.3,10093,0
2270,8806,74.22,4.8,14810,0
15077,19154,21.28,4.7,1450,0
759,6197,87.74,1.7,12383,1
3637,15214,76.09,4.4,6913,0
4218,16945,75.11,1.5,3957,0
5977,12238,51.15,4.2,15900,0
7458,16270,54.16,4.8,1864,0
5266,7792,32.41,1.8,42,0
2278,2793,18.42,3.1,646,0
6418,13945,53.97,4.2,14098,0
2861,3575,19.96,3.0,7324,0
669,2960,77.37,3.4,7710,0
11407,15723,27.45,5.0,13346,0
1020,1900,46.29,1.6,11985,0
8824,14129,37.54,2.9,7820,0
4375,17046,74.33,3.0,9791,0
5720,6981,18.06,2.9,6544,0
5719,9543,40.07,1.6,15927,0
13264,17573,24.52,1.7,9860,0
4555,13074,65.16,4.6,10247,0
7805,8560,8.81,4.4,16765,0
4157,6852,39.32,2.3,7402,0
15120,17695,14.55,4.7,13586,0
12744,18607,31.51,3.3,6824,0
12455,19833,37.2,3.1,8871,0
7890,16730,52.84,3.2,9959,0
2153,5431,60.35,1.5,14361,0
10523,15625,32.65,2.9,4311,0
1182,1293,8.53,4.7,6382,0
5824,18741,68.92,1.8,14236,0
1522,5788,73.69,1.9,14867,0
2122,4424,52.03,4.6,19622,0
699,5876,88.09,2.6,5207,1
3356,6830,50.85,2.7,983,0
4708,11370,58.59,3.1,11421,0
6305,10123,37.71,2.3,19069,0
4201,10935,61.57,1.6,6426,0
2265,5323,57.44,4.2,15,0
5358,12116,55.77,3.3,1687,0
2203,3669,39.93,3.8,9577,0
8820,9895,10.86,1.9,11623,0
3560,6771,47.41,1.7,9860,0
2877,5439,47.09,1.6,16378,0
10077,10932,7.82,3.9,1086,0
1027,7981,87.13,1.6,19461,1
3109,8723,64.35,1.8,18677,0
2591,10543,75.42,5.0,9919,0
5139,11362,54.76,3.9,1893,0
2451,2822,13.13,4.9,4653,0
1045,4302,75.7,2.6,6446,0
10652,15990,33.38,3.5,2559,0
1393,7179,80.59,4.9,7621,0
6770,12148,44.26,4.7,11320,0
1695,8887,80.92,4.5,5426,0
13777,17907,23.06,2.6,19236,0
15826,19337,18.15,4.9,16160,0
8334,17432,52.19,4.5,19211,0
1381,7148,80.67,4.6,10891,0
4656,5719,18.58,1.5,15655,0
3085,19312,84.03,3.1,8267,0
5816,8097,28.16,3.3,6989,0
2888,10915,73.53,1.8,9202,0
1539,3152,51.16,1.7,12698,0
4338,12546,65.42,4.5,8672,0
3437,5906,41.79,3.7,7051,0
4459,9488,53.0,5.0,2084,0
7098,9842,27.88,2.5,6574,0
6943,11227,38.15,3.7,12610,0
3332,5429,38.62,3.0,715,0
8347,15458,46.0,4.5,2220,0
10588,11592,8.66,4.0,8742,0
8892,16885,47.33,4.2,16190,0
7687,17703,56.57,3.9,4673,0
9361,13886,32.59,1.5,9378,0
2506,4742,47.14,4.2,19480,0
10677,16669,35.94,2.0,5792,0
462,2070,77.65,2.0,3505,0
1024,4871,78.96,4.0,911,0
809,1118,27.58,2.5,19705,0
5337,5816,8.24,4.7,5262,0
7087,8408,15.7,2.5,7099,0
7303,11748,37.83,1.7,1313,0
4500,10357,56.55,4.2,1603,0
12162,15833,23.18,4.5,3323,0
3369,18254,81.54,3.4,15304,0
3361,8475,60.34,4.5,15699,0
6140,7761,20.87,3.4,4402,0
16215,19516,16.91,4.7,198,0
10576,18054,41.42,3.1,18380,0
7833,8266,5.23,2.5,14524,0
7154,13908,48.56,1.6,16329,0
3868,10962,64.71,2.4,2954,0
7530,10572,28.77,4.9,12163,0
3383,15431,78.08,4.3,9876,0
5294,12799,58.63,3.7,13046,0
4990,13186,62.15,2.0,16585,0
6927,9742,28.89,4.5,15293,0
16502,19280,14.41,3.1,15944,0
8625,14592,40.89,4.9,19241,0
12456,17304,28.01,2.2,17701,0
2098,14805,85.82,3.0,19879,0
3737,10740,65.2,2.2,10843,0
1846,16848,89.04,2.1,2227,1
7555,19622,61.49,1.9,17065,0
3463,7354,52.91,2.1,6331,0
13976,17523,20.24,1.5,6048,0
8464,19349,56.25,4.8,19029,0
9145,10911,16.19,2.0,11540,0
826,2388,65.4,3.2,12591,0
4921,19101,74.24,2.4,13008,0
4503,5393,16.49,4.7,13821,0
8836,11348,22.13,2.7,2051,0
13292,19705,32.54,5.0,4750,0
2328,8153,71.44,2.5,13673,0
12182,18119,32.77,3.9,9083,0
8229,9306,11.56,3.4,9410,0
12129,18123,33.07,2.9,15456,0
953,1364,30.06,2.7,15412,0
9807,17751,44.75,2.3,11121,0
5119,8234,37.83,4.9,16528,0
5364,18073,70.32,4.7,12972,0
8998,11449,21.41,3.5,5381,0
2233,11414,80.43,2.8,5206,1
14307,18809,23.93,3.1,19912,0
471,3723,87.34,2.1,5237,1
5059,6766,25.22,2.9,13524,0
7062,14799,52.27,2.0,18369,0
2151,4344,50.46,3.2,13579,0
10171,16869,39.7,3.9,14007,0
3232,9026,64.19,2.9,334,0
1333,1822,26.82,1.7,14530,0
4892,13969,64.98,3.0,13853,0
4076,9982,59.16,2.1,6989,0
5002,10196,50.94,4.9,4826,0
15117,18355,17.64,1.6,18037,0
1846,3201,42.31,3.8,15510,0
6581,8576,23.25,4.9,4316,0
1987,2950,32.61,4.6,14184,0
7129,7673,7.08,2.5,15823,0
16487,17788,7.31,4.7,12807,0
4021,4820,16.57,3.7,730,0
408,2005,79.62,1.8,14989,0
9668,13964,30.76,2.7,1004,0
4933,16030,69.22,3.3,2565,0
8745,14391,39.23,4.0,15120,0
2364,7753,69.5,3.0,2239,0
846,4823,82.44,4.0,14158,0
10938,15815,30.84,2.1,19415,0
4336,12150,64.31,2.9,6140,0
5130,6095,15.82,3.7,18061,0
2607,4999,47.83,4.0,19267,0
4271,8720,51.02,2.8,8581,0
7307,9548,23.46,3.8,14919,0
1313,6410,79.5,3.9,4548,0
15284,19768,22.68,2.8,2954,0
5628,7189,21.71,2.7,12984,0
4150,12191,65.96,4.0,5216,0
7542,15382,50.96,2.1,3780,0
1522,4388,65.31,4.1,19527,0
5411,9797,44.77,2.4,19775,0
7011,15214,53.91,4.8,14113,0
521,3634,85.66,1.6,9039,1
679,5434,87.49,3.1,19540,0
9407,10105,6.9,2.1,8958,0
11278,15540,27.42,4.6,3728,0
8477,16423,48.38,4.0,13359,0
1594,3724,57.18,3.5,15050,0
4734,7298,35.12,2.2,10639,0
2834,10645,73.37,3.8,8966,0
696,5669,87.72,2.4,4694,1
3008,8111,62.91,3.9,16464,0
2471,9248,73.27,2.8,1138,0
653,1674,60.95,3.2,15318,0
12454,17575,29.14,1.5,6177,0
7119,15114,52.9,1.6,13756,0
5495,8215,33.1,4.8,4711,0
2757,15996,82.76,3.8,9776,0
5571,13955,60.08,4.5,312,0
12390,14086,12.04,4.6,17169,0
1001,1510,33.67,3.9,13399,0
697,5999,88.38,2.1,3295,1
777,1399,44.43,3.2,5034,0
2427,4525,46.36,1.5,1913,0
6076,7427,18.19,5.0,13481,0
2074,17010,87.81,3.3,7982,0
13207,14031,5.87,2.6,6847,0
8509,17260,50.7,3.8,8032,0
2091,14413,85.49,4.2,14451,0
864,4419,80.45,2.3,56,1
1855,12446,85.09,1.5,19272,1
9100,17388,47.66,4.1,3975,0
417,2843,85.3,1.7,17933,1
4841,15527,68.82,3.1,4753,0
2242,9282,75.84,4.1,1535,0
4572,4987,8.31,3.7,13616,0
5389,15301,64.78,4.0,4693,0
3448,4309,19.98,3.5,2637,0
4183,18438,77.31,1.6,6271,0
2796,14918,81.25,2.5,1046,1
6934,11471,39.55,2.6,9965,0
2288,3751,39.0,2.5,2252,0
1847,2329,20.67,3.1,2425,0
1630,13780,88.17,3.6,12761,0
1325,3949,66.45,1.8,16627,0
7466,15970,53.25,1.5,12058,0
2767,12013,76.96,3.5,15277,0
2359,12385,80.95,4.9,10787,0
15021,17623,14.76,1.9,10177,0
499,2856,82.51,2.2,18973,1
1424,12321,88.44,4.0,2615,0
1215,5689,78.64,3.7,2175,0
3563,3783,5.81,3.0,14645,0
1331,9673,86.24,3.9,16580,0
5814,10549,44.88,4.7,16897,0
2333,6763,65.49,4.5,2011,0
11539,17809,35.2,2.1,10095,0
671,1711,60.74,2.4,15128,0
6053,19242,68.54,4.7,19969,0
7355,18407,60.04,2.7,19475,0
16296,17699,7.92,4.4,3457,0
7139,18850,62.13,4.0,16221,0
2563,3979,35.57,2.3,16349,0
1509,2085,27.63,4.5,9852,0
11066,19055,41.92,2.0,10381,0
10940,19929,45.1,3.0,18691,0
4246,4893,13.22,5.0,2741,0
4925,11926,58.7,4.5,10959,0
648,5109,87.31,3.6,19397,0
1178,7426,84.12,4.5,14437,0
4441,7871,43.57,1.7,13242,0
11634,12972,10.31,4.4,16683,0
3493,9094,61.59,2.6,4441,0
8160,11177,26.99,2.6,13507,0
5421,5793,6.42,4.5,14799,0
1609,3001,46.36,3.6,13598,0
1433,4234,66.14,4.0,18913,0
4575,7564,39.51,4.9,15231,0
8705,18424,52.75,2.0,9008,0
6399,11395,43.84,3.0,13067,0
5661,11180,49.36,3.7,18611,0
4911,10190,51.8,4.7,19696,0
2200,16671,86.8,5.0,8820,0
3388,7174,52.77,4.7,9290,0
13956,16313,14.45,3.8,224,0
4934,9105,45.8,1.8,10314,0
6307,12772,50.61,2.9,15037,0
3755,5868,36.0,3.9,1769,0
3402,8287,58.94,1.9,17961,0
3406,9320,63.45,1.9,9457,0
2349,5203,54.85,2.4,17126,0
1252,1773,29.33,2.1,19466,0
8322,16602,49.87,3.1,2095,0
5520,12621,56.26,4.6,10528,0
2447,5185,52.8,4.7,1322,0
2032,2490,18.39,2.1,18488,0
3353,8566,60.85,3.6,5375,0
956,4790,80.03,3.7,3041,0
5790,6667,13.15,4.5,18341,0
4863,8603,43.47,3.5,435,0
2122,4123,48.51,2.3,7941,0
10786,13557,20.44,3.6,17831,0
10016,13694,26.85,1.6,12894,0
770,1122,31.3,3.9,4642,0
1092,4506,75.76,4.8,804,0
9454,14769,35.99,3.4,2129,0
5926,11461,48.29,3.4,18174,0
1098,5440,79.81,4.7,16001,0
1669,3428,51.29,4.3,9833,0
5988,14631,59.07,2.2,4396,0
3202,8609,62.8,3.0,9757,0
11208,12707,11.79,2.5,14022,0
766,7321,89.52,2.2,17348,1
2183,2625,16.83,4.0,8601,0
12330,16135,23.58,2.3,16335,0
10454,13134,20.4,3.7,11769,0
5299,17038,68.89,3.1,9454,0
6027,6932,13.04,4.5,15619,0
11785,13452,12.39,2.4,13863,0
5275,19018,72.26,1.9,17229,0
273,2634,89.62,3.9,16522,0
16867,19237,12.32,2.2,8631,0
5810,11045,47.39,3.5,18547,0
5836,6550,10.9,2.6,142,0
1644,15861,89.63,2.8,2518,1
4639,18796,75.32,3.0,8511,0
8875,19680,54.9,4.0,9995,0
10444,16885,38.15,4.3,12784,0
6338,11677,45.72,2.4,7817,0
3635,4560,20.26,2.0,4714,0
8577,16243,47.19,3.0,13714,0
10262,12010,14.55,2.2,17275,0
9252,15460,40.15,2.1,1557,0
6870,15713,56.28,2.8,2459,0
5086,10088,49.58,2.2,10490,0
5869,6737,12.88,2.7,10643,0
8283,9315,11.07,1.5,4703,0
9046,18708,51.64,3.3,6405,0
6212,17595,64.69,2.9,16746,0
5173,9316,44.46,2.5,11973,0
6977,9250,24.57,3.7,6187,0
1758,3161,44.36,4.4,19071,0
11667,14926,21.83,4.9,6121,0
8799,14512,39.37,4.0,2866,0
4202,16945,75.2,2.2,9073,0
1225,1691,27.51,4.5,6043,0
9816,15033,34.7,1.9,16032,0
12293,13504,8.97,2.2,2745,0
5687,15872,64.17,4.8,15950,0
705,2667,73.54,4.4,2391,0
1852,2635,29.71,2.7,6891,0
271,2033,86.64,4.7,8282,0
2453,19101,87.16,3.0,14508,0
6584,16542,60.2,2.1,572,0
1624,5061,67.9,2.6,60,0
14282,18575,23.11,3.7,4893,0
4570,6837,33.15,1.6,13646,0
16216,17480,7.23,5.0,4174,0
2785,19154,85.46,3.7,3396,0
2326,2665,12.69,4.7,19630,0
4318,7046,38.71,4.6,10975,0
12713,13548,6.16,4.3,15974,0
297,2484,88.03,4.7,4087,0
13096,19386,32.44,4.6,1833,0
1058,4860,78.21,3.4,14677,0
861,5648,84.74,3.6,9845,0
8971,10141,11.54,2.0,1960,0
7529,18174,58.57,3.9,18063,0
1523,9765,84.4,3.6,13779,0
13233,16475,19.68,2.4,6285,0
4803,8250,41.77,1.5,19867,0
8571,16308,47.44,3.4,1747,0
716,5031,85.75,2.8,13750,1
7581,12133,37.51,2.8,12039,0
5947,6265,5.06,4.0,17183,0
12982,17156,24.33,1.6,15629,0
12123,19483,37.77,3.4,2301,0
11220,15665,28.37,4.8,16044,0
2474,7252,65.88,1.6,14371,0
732,2627,72.13,3.3,6760,0
4496,7249,37.98,3.1,11050,0
3706,13335,72.21,1.8,12360,0
16692,18454,9.55,5.0,19869,0
870,1443,39.64,3.8,5445,0
7875,9324,15.53,2.5,11144,0
2822,3282,14.01,4.2,4521,0
9353,10998,14.96,2.2,14904,0
1552,11476,86.47,2.1,16820,1
2524,14608,82.72,3.7,10187,0
3167,5145,38.43,4.2,9970,0
1407,2137,34.16,2.6,7989,0
1883,15313,87.7,4.1,2386,0
9545,10759,11.28,3.0,18097,0
7647,8401,8.97,3.2,1503,0
1238,1613,23.19,4.6,6241,0
4694,9026,47.99,2.5,7499,0
3105,18148,82.89,1.7,19376,1
3152,15070,79.08,2.1,6360,0
2110,4891,56.86,4.3,3035,0
806,2210,63.5,3.3,13119,0
2924,8128,64.02,2.1,7476,0
3687,7943,53.58,3.6,4140,0
2599,3681,29.38,4.3,15628,0
16157,19980,19.13,4.5,3334,0
2238,18961,88.19,4.5,1263,0
5541,6172,10.21,1.6,6256,0
5803,12446,53.37,1.8,11667,0
4549,9476,51.99,3.6,17613,0
5229,14402,63.69,1.9,7901,0
11052,19611,43.64,2.5,1244,0
4526,5036,10.11,4.3,8751,0
1962,2294,14.47,4.3,18009,0
11238,13178,14.71,4.3,19560,0
13001,17209,24.45,4.6,2415,0
944,1278,26.13,4.8,10861,0
9235,11248,17.89,4.2,18825,0
1958,17038,88.5,3.8,3268,0
6895,15076,54.26,2.8,4291,0
4202,7463,43.68,2.8,18138,0
4590,19204,76.1,2.9,19609,0
7510,14371,47.74,2.8,16681,0
11051,11853,6.76,2.6,11855,0
799,1348,40.66,1.7,365,0
4449,8598,48.25,4.4,7986,0
2683,3044,11.85,4.9,9955,0
2088,2205,5.3,2.9,282,0
15579,18996,17.99,5.0,16695,0
3333,6330,47.34,4.0,9575,0
2777,3424,18.87,2.9,18839,0
5575,6273,11.12,2.8,2258,0
9342,12371,24.48,2.7,14075,0
9700,15121,35.85,2.0,132,0
1032,1296,20.35,2.0,8895,0
1400,2703,48.19,3.0,16611,0
5245,9954,47.31,2.6,8582,0
951,1569,39.36,1.9,10002,0
2732,7085,61.44,2.7,16745,0
12269,14002,12.38,3.2,2261,0
3510,3997,12.17,2.1,2394,0
1570,3080,49.01,4.9,3297,0
10638,14054,24.3,2.5,14125,0
13499,14400,6.25,2.4,3876,0
6025,13927,56.73,2.2,16714,0
13402,17297,22.51,4.7,14177,0
13770,14633,5.89,2.4,9454,0
2708,3366,19.52,1.7,8046,0
16999,19136,11.16,2.4,7532,0
3322,15796,78.97,4.4,12707,0
2263,5355,57.73,4.6,17992,0
6364,11186,43.1,3.7,4205,0
15647,17550,10.84,3.4,4530,0
4802,6012,20.11,4.7,15770,0
5393,12635,57.31,3.3,13329,0
10101,12451,18.87,2.9,12497,0
2639,9221,71.37,2.2,4892,0
4565,13351,65.8,2.5,15184,0
11272,13978,19.36,2.9,2546,0
1929,5783,66.64,1.8,19446,0
1337,1695,21.12,1.9,12312,0
3977,9092,56.25,3.5,6591,0
1940,12070,83.93,1.5,2388,1
948,2687,64.69,1.6,933,0
9099,14169,35.78,2.1,16734,0
2569,12383,79.25,3.8,19305,0
6809,8461,19.52,2.6,14298,0
16349,17578,6.99,2.5,5432,0
2174,5365,59.48,3.0,6653,0
3612,6315,42.8,2.2,1900,0
2357,7995,70.51,3.0,15417,0
13791,16733,17.58,4.9,13836,0
16423,19397,15.33,2.9,1859,0
2929,3183,7.97,4.9,3987,0
4279,18343,76.67,4.5,1894,0
6556,14033,53.28,4.2,248,0
781,2732,71.4,2.0,9321,0
9315,11094,16.03,2.2,13027,0
6008,11853,49.31,2.3,3977,0
1895,3023,37.3,2.4,11058,0
9665,15991,39.56,4.5,16881,0
13284,14392,7.69,2.8,15502,0
1501,1900,20.97,4.3,34,0
818,1736,52.82,4.0,19841,0
3631,8984,59.57,2.2,3758,0
849,1700,50.05,4.3,3285,0
1642,3365,51.2,4.7,5529,0
1354,2264,40.17,4.5,18444,0
557,2514,77.83,3.1,11553,0
6395,18538,65.5,2.6,5681,0
1911,3153,39.39,1.8,9706,0
10826,18466,41.37,4.7,18135,0
2104,15978,86.83,3.8,10883,0
284,1794,84.13,3.2,16077,0
3306,6063,45.46,4.7,6862,0
9883,12091,18.26,3.4,2962,0
7459,8420,11.41,3.4,15196,0
2170,7053,69.22,3.4,2407,0
2908,7041,58.69,5.0,4384,0
4166,9853,57.71,4.9,1827,0
10232,18924,45.93,3.4,11291,0
441,1166,62.17,1.8,12890,0
1291,1926,32.92,3.5,16060,0
2721,12795,78.73,1.8,12340,0
4080,19867,79.46,4.7,586,0
3284,4422,25.72,2.5,14288,0
11724,14425,18.72,4.1,16910,0
8271,12614,34.43,4.3,13107,0
2048,4502,54.5,2.9,10709,0
11133,13509,17.58,3.8,14239,0
601,2247,73.24,3.6,12249,0
4158,17511,76.25,1.8,18830,0
2718,7276,62.64,2.8,9016,0
13579,19525,30.45,2.9,4859,0
5981,8775,31.83,4.9,2657,0
5427,19912,72.74,2.2,1080,0
6562,9425,30.37,4.9,14001,0
3303,8494,61.1,4.3,10736,0
10491,12439,15.66,2.4,4903,0
9820,12152,19.18,2.9,9587,0
3360,10239,67.17,3.6,17619,0
2796,5462,48.8,2.3,213,0
13467,16256,17.16,1.6,5763,0
3377,14968,77.43,3.2,9841,0
7965,12099,34.16,3.6,15075,0
5627,6803,17.27,2.5,15466,0
1640,11140,85.28,3.7,12261,0
5672,7964,28.78,3.1,15877,0
13590,18363,25.99,4.9,9893,0
5716,14499,60.57,3.6,307,0
3785,7091,46.62,4.9,15614,0
2744,7457,63.2,4.7,15108,0
862,3223,73.24,4.9,6760,0
300,1270,76.35,3.1,1241,0
8915,9996,10.81,3.5,17580,0
3265,14258,77.1,1.9,11592,0
1452,2768,47.51,4.5,10186,0
13076,17245,24.17,3.4,17427,0
2183,9847,77.83,3.5,6807,0
695,3055,77.22,4.1,8335,0
3831,6008,36.22,4.2,8069,0
2880,6898,58.24,3.1,11102,0
2417,6002,59.71,4.3,7696,0
694,3843,81.93,2.3,6667,1
7303,13601,46.3,4.4,19472,0
10180,17232,40.92,3.3,3495,0
1518,9670,84.3,2.8,7675,1
11981,13232,9.45,3.8,19740,0
3290,5414,39.22,3.5,3453,0
7375,16542,55.41,3.5,17989,0
5712,8828,35.29,4.2,11649,0
6289,7321,14.09,4.4,19844,0
7844,11603,32.39,4.1,19824,0
1409,5377,73.79,4.2,16016,0
2909,9185,68.32,2.6,391,0
5671,7962,28.77,4.5,14249,0
1780,3910,54.46,1.7,10184,0
2920,9689,69.86,4.8,11291,0
1011,1351,25.1,2.2,14666,0
3385,3845,11.96,4.1,15300,0
964,1921,49.8,3.6,7741,0
1903,2170,12.28,2.9,8184,0
807,1106,27.03,4.4,8662,0
13068,15545,15.93,1.8,12421,0
13383,16152,17.14,3.4,1380,0
4970,13857,64.13,4.5,14649,0
647,2573,74.82,4.0,8935,0
3793,5202,27.08,3.5,12131,0
4230,12944,67.32,1.9,13666,0
1607,11995,86.6,1.9,8214,1
1653,9649,82.86,2.8,2275,1
3175,4131,23.13,4.2,6396,0
1654,2081,20.52,4.2,10050,0
1113,7455,85.07,3.9,5899,0
858,2924,70.63,2.3,9552,0
6505,18162,64.18,3.5,19138,0
3078,4118,25.24,4.2,14588,0
2672,3432,22.14,4.1,14431,0
2829,4328,34.62,3.0,8112,0
5232,12049,56.57,3.6,8422,0
2556,8884,71.22,2.3,6884,0
1795,2805,36.0,3.5,3112,0
2894,3579,19.13,3.1,4315,0
4745,7332,35.28,4.6,17550,0
2055,15586,86.81,2.9,1883,1
3799,16434,76.88,1.8,12331,0
12747,17378,26.65,3.5,11694,0
2813,3652,22.96,3.7,9969,0
267,2415,88.94,3.6,9264,0
10384,12534,17.15,4.3,15125,0
2707,11212,75.85,2.4,13724,0
8219,15752,47.82,4.3,1307,0
993,1466,32.26,2.9,17885,0
3991,6442,38.04,4.6,12213,0
3179,7048,54.89,2.6,1728,0
3536,16714,78.84,2.6,8428,0
843,1204,29.92,4.0,1550,0
9745,16620,41.36,4.5,11178,0
874,1805,51.52,4.6,14022,0
4449,7507,40.73,2.4,2452,0
9349,15879,41.12,4.4,257,0
3938,9719,59.47,1.8,16454,0
5735,14570,60.63,3.5,7433,0
2947,3536,16.65,3.0,3871,0
2083,9411,77.86,4.2,3711,0
10524,17087,38.41,2.1,19630,0
8649,12983,33.38,2.2,7963,0
11117,12115,8.23,2.8,85,0
2018,2801,27.93,3.7,18809,0
12740,13781,7.55,2.8,11584,0
5350,10986,51.3,3.2,14272,0
5695,19657,71.03,2.8,500,0
11469,14799,22.5,4.2,995,0
2944,19130,84.61,2.1,2519,1
3667,10253,64.23,4.6,9345,0
925,5518,83.22,2.0,17732,1
8133,15511,47.56,3.2,14210,0
1994,2930,31.92,5.0,5878,0
9434,11586,18.57,4.3,4617,0
13190,16763,21.31,2.4,608,0
3790,12341,69.29,3.9,4232,0
2948,13639,78.38,4.3,18777,0
2457,7958,69.12,3.6,17854,0
2552,19784,87.1,3.1,18694,0
13065,16554,21.07,3.5,11741,0
5927,16599,64.29,3.8,7225,0
5599,14972,62.6,3.1,5614,0
2606,5836,55.34,4.0,6520,0
9302,11164,16.68,5.0,10018,0
8158,9831,17.01,2.5,4587,0
4320,7338,41.12,1.9,6030,0
2900,12455,76.71,3.3,12794,0
11814,17215,31.37,4.3,14165,0
700,1394,49.75,2.9,2220,0
15701,18893,16.89,4.9,2263,0
1637,9027,81.86,4.9,6785,0
7047,13651,48.38,4.0,2274,0
7701,15484,50.26,2.6,11713,0
3475,7246,52.04,2.2,11102,0
8962,14727,39.14,4.4,10744,0
8418,14419,41.61,1.7,7804,0
2540,5670,55.19,2.1,12928,0
8253,11646,29.13,2.0,256,0
3660,14377,74.54,4.7,15378,0
13639,14573,6.41,4.9,5134,0
598,2271,73.66,2.8,8245,0
5985,11916,49.77,2.3,5174,0
3311,6929,52.22,2.7,2870,0
4927,9905,50.25,1.9,1617,0
2328,8787,73.5,3.8,10786,0
2131,6852,68.89,4.9,3357,0
587,1383,57.55,1.5,19313,0
8176,12619,35.21,3.0,2513,0
13340,15349,13.09,5.0,16855,0
3392,19420,82.53,1.6,7370,1
3663,8032,54.39,1.9,188,0
9918,13983,29.07,3.1,6885,0
7293,10591,31.14,3.9,3000,0
6710,14281,53.01,2.0,9903,0
4510,6334,28.79,3.2,6463,0
2846,3674,22.52,3.2,2256,0
2926,4331,32.44,4.6,9199,0
16522,17742,6.87,3.9,15196,0
2953,5592,47.18,4.9,13650,0
6996,12512,44.08,4.4,3488,0
803,6203,87.05,3.2,5283,0
5158,12167,57.6,2.0,2611,0
14271,17204,17.05,2.9,6531,0
2091,7898,73.52,3.2,15496,0
6680,15754,57.59,3.2,7017,0
5167,6163,16.15,2.5,3895,0
1640,3069,46.54,4.6,11626,0
2204,10779,79.55,2.7,5514,0
2434,2904,16.17,3.4,12268,0
2912,7504,61.18,3.5,19684,0
4763,15119,68.49,4.4,8144,0
10414,19424,46.38,2.0,9874,0
14787,15795,6.38,3.0,10545,0
831,1196,30.47,2.3,7956,0
5031,11449,56.06,4.3,83,0
2763,7881,64.94,4.5,16638,0
8769,14108,37.84,2.0,2985,0
3689,10453,64.7,1.6,7553,0
12539,19111,34.39,1.7,19840,0
4603,9308,50.55,3.5,11366,0
4355,14012,68.92,2.6,2970,0
2506,6633,62.21,1.6,34,0
13532,17463,22.51,3.2,12662,0
4241,11980,64.59,2.7,9601,0
2901,17559,83.47,2.8,1387,1
1624,8137,80.04,4.5,1051,0
5983,6754,11.4,4.0,16958,0
6091,7090,14.08,3.8,6427,0
3660,13555,73.0,4.2,5408,0
2295,4818,52.35,2.5,2198,0
6410,11293,43.23,3.1,10161,0
1879,2512,25.18,3.8,18550,0
4454,14760,69.82,3.8,3480,0
